,brandName,price,engine,pradesh,lotNumber,mileage,kmRun,makeYear
989,Royal Enfield,369000,350,Bagmati,73,30,40000,2016
990,Yamaha,160000,125,Bagmati,10,40,9700,2019
991,Royal Enfield,560000,350,Bagmati,124,30,14000,2021
992,Honda,80000,110,Bagmati,60,35,38000,2013
993,Bajaj,125000,150,Bagmati,76,45,28000,2017
994,Honda,499999,190,Bagmati,103,45,8785,2019
995,Crossfire,335000,250,Bagmati,106,25,11000,2019
996,Honda,540000,150,Bagmati,133,45,4900,2021
997,Benelli,425000,300,Bagmati,78,28,16500,2016
998,Royal Enfield,400000,500,Bagmati,61,25,13300,2014
999,Crossfire,290000,220,Bagmati,133,40,2400,2022
1000,Hero,99000,150,Bagmati,105,45,19000,2019
1001,Honda,99000,160,Bagmati,77,45,29000,2016
1002,Bajaj,139000,150,Bagmati,93,45,29000,2018
1003,Honda,79000,110,Bagmati,66,45,30000,2015
1004,Honda,39000,100,Bagmati,39,45,39000,2010
1005,Bajaj,260000,220,Bagmati,124,40,12000,2021
1006,Honda,210000,125,Bagmati,125,45,3500,2020
1007,Crossfire,350000,250,Bagmati,110,25,11000,2019
1008,Hero,92000,125,Bagmati,97,38,23000,2018
1009,Honda,399999,150,Bagmati,103,45,19451,2018
1010,Honda,185000,125,Bagmati,115,40,7800,2020
1011,Bajaj,135000,220,Bagmati,78,35,7800,2016
1012,Honda,150000,160,Bagmati,94,45,22000,2018
1013,Hero,105000,125,Janakpur,94,60,23000,2016
1014,Yamaha,250000,150,Bagmati,123,45,23000,2021
1015,Bajaj,60000,200,Bagmati,33,30,67500,2009
1016,Suzuki,130000,155,Bagmati,79,40,52000,2016
1017,Yamaha,299000,155,Bagmati,112,45,14000,2019
1018,Yamaha,335000,155,Bagmati,118,45,14000,2019
1019,Yamaha,130000,150,Bagmati,71,40,25000,2015
1020,Honda,130000,100,Bagmati,90,35,17000,2018
1021,Hero,69000,110,Bagmati,64,50,20000,2014
1022,Yamaha,305000,155,Bagmati,109,45,28000,2019
1023,Hero,75000,150,Bagmati,54,50,28000,2012
1024,Bajaj,244000,150,Bagmati,131,37,14111,2021
1025,TVS,298500,200,Bagmati,128,30,6000,2021
1026,Crossfire,275000,220,Bagmati,133,35,2400,2022
1027,Bajaj,125000,150,Bagmati,76,40,35000,2016
1028,Bajaj,120000,220,Bagmati,67,35,49000,2016
1029,Honda,133000,110,Bagmati,96,35,19000,2018
1030,Royal Enfield,470000,350,Bagmati,111,35,22138,2019
1031,Bajaj,235000,200,Bagmati,117,35,10000,2020
1032,Hero,98000,125,Bagmati,88,55,25000,2017
1033,Honda,70000,125,Bagmati,38,50,30000,2010
1034,Bajaj,180000,150,Bagmati,115,40,17000,2019
1035,TVS,240000,160,Bagmati,120,40,7500,2020
1036,Honda,65000,125,Bagmati,35,40,54000,2009
1037,Bajaj,230000,200,Koshi,40,40,16000,2020
1038,Bajaj,295000,200,Bagmati,131,40,4598,2021
1039,Honda,110000,110,Bagmati,77,35,23000,2016
1040,Honda,120000,125,Bagmati,81,45,34000,2017
1041,Yamaha,345000,150,Bagmati,135,30,7000,2019
1042,Bajaj,185000,150,Bagmati,115,45,20000,2020
1043,Bajaj,70000,150,Bagmati,39,35,45000,2009
1044,Hero,160000,125,Rapti,6,65,10600,2020
1045,Yamaha,195000,110,Bagmati,130,66,1377,2019
1046,Bajaj,249000,150,Bagmati,137,40,1000,2022
1047,Yamaha,200000,150,Bagmati,78,35,38000,2016
1048,Bajaj,211000,200,Bagmati,110,35,14000,2019
1049,Honda,58000,150,Bagmati,39,40,35000,2010
1050,Yamaha,150000,150,Bagmati,76,45,33000,2016
1051,KTM,265000,200,Bagmati,123,30,24000,2016
1052,TVS,249000,125,Bagmati,135,38,8000,2021
1053,TVS,295000,200,Bagmati,19,32,2700,2020
1054,Royal Enfield,280000,350,Lumbini,17,35,10600,2013
1055,Honda,120000,125,Bagmati,81,40,29000,2016
1056,Royal Enfield,515000,350,Bagmati,107,26,15850,2019
1057,Yamaha,69000,125,Bagmati,61,35,29000,2010
1058,Royal Enfield,520000,350,Gandaki,21,30,5000,2020
1059,Yamaha,325000,155,3,102,40,19000,2021
1060,Yamaha,100000,110,Bagmati,86,35,17000,2017
1061,Bajaj,184000,150,Bagmati,120,40,15000,2020
1062,Honda,128000,160,Bagmati,86,40,21000,2017
1063,Bajaj,225000,150,Bagmati,130,45,10200,2022
1064,Yamaha,231900,125,Bagmati,107,46,15000,2019
1065,Yamaha,120000,110,Bagmati,97,45,30000,2018
1066,Yamaha,175000,150,Bagmati,104,42,22000,2018
1067,Yamaha,228000,150,Bagmati,139,45,8000,2021
1068,Bajaj,110000,150,Bagmati,70,35,26000,2015
1069,Hero,45000,100,Bagmati,36,30,50000,2009
1070,Vespa,180000,125,Bagmati,99,40,26000,2018
1071,Honda,75000,110,Lumbini,99,40,8400,2012
1072,Yamaha,99000,155,Bagmati,68,45,33000,2015
1073,Honda,67000,110,Bagmati,52,45,30000,2012
1074,Royal Enfield,440000,350,Gandaki,17,35,10500,2019
1075,Bajaj,300000,220,Bagmati,17,35,13500,2021
1076,Bajaj,110000,220,Mahakali,17,30,50000,2014
1077,Honda,49999,150,Bagmati,43,45,40000,2010
1078,Hero,150000,200,Bagmati,101,38,29200,2018
1079,Bajaj,129000,220,Bagmati,65,40,29000,2014
1080,Yamaha,80000,150,Bagmati,47,35,30000,2009
1081,Yamaha,180000,150,Bagmati,47,40,21200,2016
1082,TVS,330000,200,Bagmati,125,35,10000,2021
1083,Yamaha,160000,150,Bagmati,12,45,15000,2019
1084,Honda,165000,110,Bagmati,105,35,10000,2019
1085,Yamaha,125000,150,Bagmati,73,40,41000,2016
1086,Yamaha,105000,150,Bagmati,66,45,41000,2015
1087,Honda,195000,150,Bagmati,16,45,16000,2020
1088,Honda,165000,160,Bagmati,87,40,45000,2017
1089,KTM,265000,200,Bagmati,70,27,24000,2015
1090,Honda,132000,110,Bagmati,88,35,24000,2017
1091,TVS,215000,125,Bagmati,123,38,6500,2021
1092,Yamaha,170000,110,Bagmati,118,35,17000,2020
1093,Honda,132000,125,Bagmati,103,35,24260,2019
1094,Bajaj,198000,200,Bagmati,109,25,12000,2019
1095,TVS,220000,160,Sudurpashchim,103,40,23000,2021
1096,Bajaj,185000,220,Bagmati,101,35,20500,2018
1097,Bajaj,65000,150,Bagmati,34,35,75000,2010
1098,Hero,59000,150,Bagmati,40,40,33000,2010
1099,Honda,110000,125,Bagmati,78,45,19000,2016
1100,Royal Enfield,450000,350,Bagmati,108,28,30000,2019
1101,TVS,220000,125,Bagmati,3,52,8000,2021
1102,Honda,465000,150,Bagmati,109,35,5000,2019
1103,Honda,75000,110,Bagmati,56,40,38000,2016
1104,Honda,92000,125,Bagmati,63,50,29000,2014
1105,Aprilia,210000,150,Bagmati,24,25,11000,2021
1106,Honda,85000,150,Bagmati,57,40,26900,2013
1107,Bajaj,142000,150,Bagmati,84,40,44000,2017
1108,Royal Enfield,370000,350,Bagmati,95,30,35000,2018
1109,Bajaj,75000,150,Bagmati,43,45,36400,2012
1110,KTM,180000,200,Bagmati,54,25,25000,2012
1111,Hero,60000,150,Bagmati,49,35,60000,2011
1112,Honda,185000,110,3,121,50,9300,2020
1113,Aprilia,232000,150,Bagmati,29,35,8200,2021
1114,Bajaj,110000,150,Bagmati,99,45,18000,2018
1115,TVS,215000,125,Bagmati,34,45,24512,2021
1116,Honda,250000,150,Bagmati,28,45,5000,2021
1117,Honda,39000,100,Bagmati,34,55,30000,2004
1118,Yamaha,365000,150,Bagmati,125,40,7000,2021
1119,Benelli,150000,150,Bagmati,122,40,11000,2020
1120,Yamaha,199000,150,Bagmati,106,55,18000,2019
1121,KTM,250000,200,Bagmati,73,30,22000,2016
1122,KTM,475000,200,Bagmati,126,35,4000,2021
1123,Honda,800000,250,Bagmati,61,35,45770,2013
1124,Honda,60000,100,Bagmati,50,35,23000,2013
1125,Hero,85000,150,Bagmati,74,45,72000,2012
1126,Bajaj,140000,220,Bagmati,64,35,54000,2014
1127,Yamaha,85000,110,Bagmati,75,30,54000,2016
1128,Hartford,130000,150,Bagmati,43,35,43000,2010
1129,Cross X,375000,250,Bagmati,83,25,15596,2016
1130,Bajaj,115000,150,Bagmati,36,45,22000,2015
1131,Cross X,485000,250,Bagmati,99,22,8500,2018
1132,Cross X,439000,250,Bagmati,10,23,8500,2019
1133,Honda,120000,125,Bagmati,6,35,70000,1995
1134,Bajaj,300000,200,Bheri,12,45,6000,2021
1135,Bajaj,100000,100,Bheri,12,65,5000,2011
1136,Honda,135000,110,Bagmati,99,35,15000,2018
1137,Bajaj,236000,125,Bagmati,135,40,8000,2022
1138,Yamaha,106000,150,Bagmati,69,35,22000,2016
1139,Honda,155000,125,Bagmati,99,50,22700,2018
1140,Suzuki,275000,150,Bagmati,133,38,2500,2022
1141,Yamaha,255000,150,Bagmati,122,50,11235,2020
1142,Bajaj,142000,200,Bagmati,87,35,30000,2017
1143,Bajaj,215000,200,Bagmati,106,30,23000,2019
1144,Yamaha,99000,110,Bagmati,89,40,20000,2017
1145,Bajaj,450000,250,Bagmati,104,35,10435,2021
1146,Honda,117000,110,Bagmati,89,35,20000,2017
1147,Bajaj,225000,400,Bagmati,91,30,23000,2017
1148,Honda,80000,110,Bagmati,55,25,37000,2013
1149,Hartford,200000,150,Bagmati,88,35,20000,2017
1150,Honda,105000,125,Bagmati,90,35,28000,2017
1151,Honda,200000,120,Bagmati,22,54,8000,2021
1152,Bajaj,110000,200,Bagmati,84,30,18000,2018
1153,Honda,79000,110,Bagmati,96,35,24000,2018
1154,Suzuki,47000,125,Bagmati,59,40,24000,2013
1155,Aprilia,208000,150,Bagmati,131,30,6000,2021
1156,Honda,178000,110,Bagmati,115,35,13000,2020
1157,Suzuki,52000,125,Bagmati,11,40,48000,2005
1158,Bajaj,135000,220,Bagmati,76,40,60000,2016
1159,Bajaj,155000,220,Bagmati,57,20,17000,2017
1160,KTM,300000,200,Bagmati,73,30,30000,2016
1161,Yamaha,110000,110,Bagmati,73,35,18000,2017
1162,Bajaj,315000,200,Bagmati,134,32,7000,2021
1163,Hartford,275000,220,Bagmati,81,30,18000,2016
1164,Honda,80000,150,Bagmati,56,40,40000,2010
1165,Yamaha,199000,125,Bagmati,104,40,20000,2018
1166,Yamaha,165000,150,Bagmati,86,45,32000,2017
1167,Bajaj,290000,200,Bagmati,80,30,18000,2016
1168,Yamaha,220000,250,Bagmati,92,45,54000,2018
1169,Honda,105000,150,Bagmati,74,45,23000,2012
1170,Bajaj,195000,220,Bagmati,101,35,20500,2018
1171,Bajaj,195000,220,Bagmati,101,35,20500,2018
1172,Hero,75000,110,Bagmati,57,50,20500,2013
1173,KTM,280000,200,Bagmati,68,30,26000,2014
1174,KTM,280000,200,Bagmati,68,30,26000,2014
1175,KTM,280000,200,Bagmati,68,30,26000,2014
1176,Bajaj,69000,150,Bagmati,51,40,51000,2012
1177,Bajaj,99000,220,Bagmati,70,30,40000,2016
1178,Honda,125000,110,Bagmati,87,40,17000,2017
1179,Bajaj,145000,220,Gandaki,10,35,45000,2015
1180,Bajaj,300000,220,Bagmati,25,35,45000,2020
1181,Suzuki,25000,125,Bagmati,45,30,45000,2010
1182,Suzuki,170000,155,Bagmati,93,35,28000,2018
1183,Yamaha,210000,150,Bagmati,106,40,36000,2020
1184,KTM,350000,250,Bagmati,94,25,36000,2018
1185,TVS,180000,125,Bagmati,125,35,10000,2021
1186,Honda,85000,110,Bagmati,136,35,43000,2012
1187,Aprilia,165000,125,Bagmati,114,30,18200,2019
1188,Benelli,425000,250,Bagmati,125,35,1600,2021
1189,Bajaj,122000,200,Bagmati,73,35,30500,2016
1190,Yamaha,300000,250,Bagmati,12,30,19600,2019
1191,Hero,320000,200,Bagmati,17,30,14000,2019
1192,Bajaj,195000,220,Bagmati,101,35,20000,2018
1193,Honda,100500,125,Bagmati,72,30,26000,2016
1194,TVS,160000,125,Bagmati,120,55,26000,2020
1195,TVS,240000,200,Bagmati,19,30,19000,2020
1196,Yamaha,125000,150,Bagmati,64,35,27000,2013
1197,Bajaj,160000,220,Bagmati,88,35,30500,2017
1198,Bajaj,160000,150,Lumbini,64,45,31025,2020
1199,Bajaj,180000,150,Lumbini,65,40,19528,2020
1200,Bajaj,90000,220,Lumbini,12,35,20125,2012
1201,Bajaj,109000,220,Bagmati,68,35,20125,2015
1202,Bajaj,190000,220,Lumbini,48,35,20125,2019
1203,Bajaj,145000,200,Lumbini,33,40,44000,2017
1204,Yamaha,230000,250,Bagmati,101,30,25000,2018
1205,Bajaj,335000,200,Koshi,46,37,16000,2021
1206,Bajaj,250000,220,Koshi,41,40,54852,2020
1207,Yamaha,420000,150,Bagmati,60,40,5500,2021
1208,KTM,300000,200,Gandaki,60,30,25000,2017
1209,Cross X,520000,250,Bagmati,95,17,18500,2019
1210,Bajaj,120000,150,Bagmati,81,38,25000,2016
1211,Yamaha,130000,150,Bagmati,68,40,32231,2015
1212,Honda,150000,110,Bagmati,93,35,23177,2017
1213,Yamaha,415000,250,Bagmati,28,30,2500,2015
1214,Bajaj,300000,200,Koshi,44,40,8500,2021
1215,Bajaj,100000,150,Koshi,44,48,41000,2014
1216,Bajaj,60000,150,Bagmati,34,40,90000,2009
1217,Bajaj,120000,150,Narayani,54,50,45000,2018
1218,Royal Enfield,500000,350,Mechi,14,35,12000,2021
1219,Yamaha,105000,150,Bagmati,67,38,42000,2014
1220,Hero,40000,125,Bagmati,48,45,5035,2017
1221,Bajaj,100000,220,Bagmati,57,35,52488,2013
1222,Yamaha,160000,125,3,102,60,21000,2020
1223,TVS,135000,125,Bagmati,110,45,23000,2017
1224,Honda,300000,185,Bagmati,1,35,70000,1980
1225,Bajaj,250000,150,Bagmati,133,45,7108,2020
1226,Honda,125000,110,Bagmati,85,30,26000,2017
1227,Benelli,550000,300,Bagmati,92,30,7500,2017
1228,Honda,75000,125,Bagmati,39,45,39500,2010
1229,KTM,635000,250,Bagmati,21,30,11000,2021
1230,Bajaj,299000,200,Bagmati,131,40,9000,2021
1231,TVS,180000,125,Bagmati,125,40,15000,2021
1232,KTM,120000,200,Bagmati,51,30,55000,2012
1233,KTM,430000,200,Bagmati,120,30,22000,2021
1234,Bajaj,280000,220,Koshi,120,40,12450,2020
1235,Yamaha,220000,250,Bagmati,92,45,54000,2019
1236,Honda,90000,110,1,20,40,27000,2014
1237,Bajaj,200000,150,1,91,45,3515,2021
1238,Bajaj,130000,150,Narayani,46,40,51456,2017
1239,Bajaj,160000,200,Bagmati,81,35,27000,2016
1240,Suzuki,998000,600,Bagmati,28,20,22000,2008
1241,Hartford,378000,220,Bagmati,121,35,9000,2018
1242,Bajaj,75000,220,Bagmati,51,28,31000,2012
1243,Bajaj,55000,125,Bagmati,58,45,40000,2013
1244,TVS,210000,125,Bagmati,23,35,24000,2020
1245,KTM,350000,250,Bagmati,96,35,34900,2017
1246,Bajaj,175000,200,Dhaulagiri,80,40,24000,2018
1247,Bajaj,185000,220,Dhaulagiri,80,35,23929,2016
1248,Bajaj,250000,220,Bagmati,123,35,10211,2021
1249,Motorhead,300000,250,Bagmati,107,25,3697,2019
1250,Bajaj,125000,150,Bagmati,85,40,30000,2017
1251,Honda,110000,110,Bagmati,77,40,26000,2016
1252,Honda,55000,100,Bagmati,50,30,49000,2011
1253,Royal Enfield,400000,350,Bagmati,89,35,40000,2017
1254,Crossfire,415000,250,Bagmati,20,25,8900,2020
1255,Yamaha,90000,125,Bagmati,71,35,24000,2015
1256,KTM,340000,200,Bagmati,99,35,20000,2018
1257,Royal Enfield,450000,500,Bagmati,13,20,17000,2003
1258,Bajaj,435000,250,Koshi,47,25,2603,2021
1259,TVS,225000,200,Narayani,60,35,23000,2018
1260,Royal Enfield,490000,350,Bagmati,115,35,12865,2020
1261,Aprilia,170000,150,Bagmati,98,35,19000,2018
1262,Bajaj,70000,180,Bagmati,38,40,19000,2009
1263,Honda,350000,125,Bagmati,138,40,25000,2018
1264,Bajaj,205000,200,Bagmati,109,35,13000,2019
1265,Royal Enfield,650000,350,Bagmati,132,35,4500,2022
1266,Suzuki,120000,150,Narayani,35,35,30000,2015
1267,Suzuki,140000,155,Bagmati,88,40,65000,2017
1268,Bajaj,190000,200,Bagmati,91,35,11000,2019
1269,Bajaj,190000,150,Bagmati,121,40,11000,2020
1270,Bajaj,299000,220,Bagmati,131,40,11000,2020
1271,Bajaj,240000,200,Gandaki,14,45,46000,2017
1272,Bajaj,195000,200,Bagmati,92,40,17000,2017
1273,Yamaha,170000,150,Bagmati,91,50,35000,2017
1274,Bajaj,50000,150,Koshi,9,45,60000,2009
1275,Bajaj,180000,200,Bagmati,89,34,31500,2017
1276,Honda,140000,125,Mechi,10,45,27000,2018
1277,Bajaj,11000,150,Mechi,7,50,44020,2016
1278,Bajaj,190000,220,Janakpur,7,42,16000,2020
1279,Bajaj,110000,125,Janakpur,7,60,15000,2019
1280,Yamaha,120000,150,Janakpur,7,50,30000,2020
1281,Bajaj,170000,150,Janakpur,7,50,24100,2019
1282,Yamaha,65000,125,Bagmati,65,40,60000,2012
1283,Honda,95000,125,Bagmati,60,60,45000,2015
1284,Motorhead,160000,160,Bagmati,91,40,21700,2018
1285,KTM,500000,200,3,23,30,4800,2021
1286,KTM,390000,200,Bagmati,94,30,20000,2018
1287,Yamaha,99000,125,Bagmati,86,40,15000,2018
1288,Yamaha,130000,150,Bagmati,59,30,30000,2015
1289,Honda,60000,100,Bagmati,44,55,30000,2010
1290,Mahindra,49000,125,Bagmati,58,40,23000,2015
1291,TVS,119000,125,Bagmati,96,40,23000,2019
1292,Yamaha,89000,125,Bagmati,78,40,23000,2016
1293,Bajaj,139000,150,Bagmati,84,40,23000,2018
1294,Hero,89000,125,Bagmati,67,50,29000,2016
1295,Bajaj,69000,125,Bagmati,52,50,23000,2010
1296,Yamaha,190000,250,Bagmati,89,32,29000,2018
1297,Bajaj,320000,200,Bagmati,131,40,9000,2021
1298,Hero,129000,125,Bagmati,104,40,7000,2019
1299,Honda,1175000,250,Bagmati,87,20,19000,2017
1300,Yamaha,119000,125,Bagmati,7,55,23000,2020
1301,Benelli,225000,150,Bagmati,111,45,18000,2020
1302,Yamaha,119000,125,Bagmati,107,49,23000,2019
1303,Bajaj,110000,180,Gandaki,10,30,60000,2015
1304,Suzuki,129000,150,Bagmati,70,40,23000,2016
1305,Honda,185000,110,2,122,40,23000,2021
1307,Honda,139000,125,Bagmati,84,45,23000,2017
1308,TVS,89000,160,Bagmati,59,40,23000,2014
1309,KTM,399999,200,Bagmati,117,30,23000,2020
1310,Yamaha,89000,150,Bagmati,72,40,29000,2016
1311,KTM,390000,200,Bagmati,94,30,20000,2018
1312,Bajaj,109000,150,Bagmati,83,40,23000,2018
1313,Bajaj,99000,110,Bagmati,39,32,70000,2010
1314,Hero,139000,125,Bagmati,116,45,22000,2020
1315,Vespa,163000,125,3,96,38,18000,2017
1316,Hero,180000,125,Bagmati,96,35,10000,2021
1317,Bajaj,88000,220,Bagmati,52,30,17785,2012
1318,Honda,90000,100,Bagmati,65,35,31500,2015
1319,Bajaj,325000,200,Bagmati,126,35,6800,2021
1320,Hero,100000,150,Bagmati,81,45,39013,2016
1321,Bajaj,90000,150,Bagmati,71,40,50000,2015
1322,Honda,320000,250,Bagmati,60,25,50000,2013
1323,Bajaj,120000,220,Bagmati,67,30,51000,2015
1324,TVS,150000,125,Bagmati,118,45,20875,2020
1325,Royal Enfield,392000,350,Bagmati,93,30,15000,2018
1326,TVS,195000,125,Bagmati,93,50,15000,2022
1327,Yamaha,135000,150,Bagmati,66,30,42000,2014
1328,Crossfire,330000,250,Bagmati,90,20,20000,2017
1329,Bajaj,200000,160,Bagmati,19,45,14000,2019
1330,Honda,185000,125,Narayani,32,42,55600,2014
1331,TVS,170000,125,Bagmati,22,35,14000,2021
1332,Bajaj,175000,200,Bagmati,96,33,21000,2018
1333,Crossfire,600000,250,Bagmati,127,27,8000,2021
1334,Bajaj,199999,180,Bagmati,99,35,35000,2018
1335,Yamaha,140000,150,Bagmati,81,50,23500,2016
1336,Bajaj,135000,150,Bagmati,89,42,31000,2017
1337,Yamaha,65000,125,Bagmati,34,45,40000,2009
1338,TVS,140000,200,Bagmati,86,31,12605,2020
1339,Royal Enfield,600000,350,Gandaki,20,30,3200,2021
1340,Yamaha,200000,150,Bagmati,20,45,35000,2019
1341,Hartford,205000,150,Bagmati,65,30,54000,2014
1342,Bajaj,72000,125,Bagmati,64,60,25000,2014
1343,Royal Enfield,515000,350,Bagmati,109,35,11000,2019
1344,Aprilia,185000,125,Bagmati,114,39,11600,2020
1345,Royal Enfield,500000,350,Bagmati,106,37,6200,2019
1346,Honda,500000,200,Bagmati,98,37,13600,2014
1347,Bajaj,330000,200,Bagmati,31,34,5500,2022
1348,TVS,148000,160,Bagmati,93,45,40000,2017
1349,Bajaj,135000,220,Bagmati,79,30,48000,2017
1350,Yamaha,90000,150,Bagmati,66,40,48000,2014
1351,Yamaha,85000,110,Gandaki,15,65,10250,2018
1352,Hero,102000,100,Bagmati,104,45,15000,2019
1353,Bajaj,230000,200,Bagmati,121,35,15000,2020
1354,TVS,220000,160,Bagmati,104,35,8500,2018
1355,Crossfire,600000,250,Bagmati,82,22,11000,2017
1356,Bajaj,105000,150,Bagmati,66,35,53000,2014
1357,Bajaj,470000,250,Bagmati,105,25,4700,2021
1358,Bajaj,145000,220,Bagmati,78,35,53000,2016
1359,Yamaha,395000,150,Bagmati,136,50,2570,2022
1360,Bajaj,58000,200,Bagmati,42,35,23000,2012
1361,Honda,125000,160,Bagmati,82,40,23856,2016
1362,Honda,125000,125,Bagmati,77,45,38562,2016
1363,Honda,65000,110,Bagmati,50,45,25488,2012
1364,Bajaj,185000,220,Bagmati,90,35,32000,2017
1365,Yamaha,75000,110,Bagmati,71,45,14000,2015
1366,Yamaha,92000,110,Bagmati,86,45,14000,2017
1367,TVS,140000,125,3,110,45,23000,2019
1368,Yamaha,190000,250,Bagmati,97,30,28000,2018
1369,Suzuki,98000,150,Bagmati,68,40,25000,2015
1370,Bajaj,120000,155,Bagmati,73,30,20000,2016
1371,Motorhead,190000,200,Bagmati,113,35,15000,2019
1372,Yamaha,210000,250,Bagmati,96,35,23000,2018
1373,Yamaha,210000,125,Janakpur,103,50,6254,2020
1374,Yamaha,195000,150,Bagmati,101,45,6254,2018
1375,Aprilia,152000,150,Bagmati,105,35,14000,2019
1376,Honda,46000,110,Bagmati,46,30,22000,2012
1378,Bajaj,154999,200,Bagmati,85,35,11000,2017
1379,Yamaha,80000,200,Bagmati,78,30,25000,2017
1381,Bajaj,224000,220,Bagmati,121,35,13245,2021
1382,Bajaj,175000,200,Bagmati,99,30,25000,2018
1383,Yamaha,149999,150,Bagmati,85,40,35000,2017
1384,Bajaj,56000,200,Bagmati,35,30,27000,2009
1385,Crossfire,290000,250,Bagmati,84,24,18000,2018
1386,Yamaha,185000,150,Bagmati,115,35,29000,2020
1387,Yamaha,130000,150,Bagmati,48,40,50000,2011
1388,Bajaj,70000,100,Bagmati,56,50,29000,2013
1389,Royal Enfield,344000,350,Bagmati,90,35,29000,2017
1390,Bajaj,240000,200,Bagmati,111,35,20000,2019
1391,Yamaha,250000,150,Bagmati,122,50,15000,2021
1392,Bajaj,315000,220,Bagmati,34,35,5000,2021
1393,TVS,136000,200,Bagmati,84,35,20000,2017
1394,TVS,140000,200,Bagmati,87,35,47000,2017
1395,Honda,135000,200,Bagmati,91,35,32500,2017
1396,Honda,79000,150,Bagmati,48,45,34000,2013
1397,Bajaj,135000,150,Bagmati,73,35,37000,2016
1398,Crossfire,310000,250,Bagmati,107,25,8426,2019
1399,Hero,46000,100,Bagmati,31,14,8426,2008
1400,Benelli,330000,100,Bagmati,7,30,14350,2019
1401,KTM,252000,200,Bagmati,71,32,40000,2016
1402,Yamaha,72000,110,Bagmati,71,32,26000,2015
1403,TVS,230000,125,Bagmati,22,40,6000,2020
1404,Yamaha,200000,250,Bagmati,97,34,17800,2018
1405,Bajaj,115000,200,Bagmati,53,35,35000,2010
1406,Yamaha,160000,150,Bagmati,81,40,35000,2017
1407,Yamaha,410000,160,Bagmati,27,45,20000,2021
1408,TVS,320000,200,Bagmati,31,35,5500,2021
1409,Yamaha,570000,150,Bagmati,37,55,1500,2022
1410,Yamaha,210000,150,Bagmati,112,48,31458,2019
1411,Bajaj,140000,150,Narayani,55,50,40000,2017
1412,Yamaha,85000,150,Bagmati,64,35,43000,2014
1413,TVS,225000,125,Bagmati,130,40,7430,2021
1414,TVS,197900,125,Bagmati,121,35,2840,2021
1415,KTM,270000,200,Bagmati,72,30,30000,2016
1416,Bajaj,145000,150,Bagmati,98,35,20000,2018
1417,Honda,170000,110,Bagmati,119,40,11000,2020
1418,Bajaj,235000,220,Bagmati,122,40,28000,2021
1419,KTM,330000,200,Gandaki,15,30,30000,2018
1420,Hero,135000,125,Bagmati,9,35,30000,2019
1421,Yamaha,275000,150,Bagmati,120,50,11000,2020
1422,Honda,180000,160,Bagmati,25,40,15000,2020
1423,TVS,210000,125,Bagmati,123,30,10000,2021
1424,TVS,255000,200,Bagmati,119,35,14000,2021
1425,TVS,170000,200,Bagmati,101,34,24172,2018
1426,Aprilia,205000,155,Bagmati,106,32,17000,2019
1427,TVS,95000,110,Bagmati,73,35,15000,2016
1428,Aprilia,170000,125,Bagmati,111,33,14000,2019
1429,Yamaha,105000,110,Bagmati,86,35,22000,2016
1430,Vespa,255000,150,Bagmati,120,35,13000,2018
1431,Honda,120000,110,Bagmati,82,40,35000,2016
1432,TVS,115000,110,Bagmati,91,40,27000,2017
1433,Honda,120000,110,Bagmati,81,40,19000,2016
1434,Bajaj,120000,220,Bagmati,71,30,35000,2016
1435,KTM,520000,200,Bagmati,136,35,2500,2022
1436,Honda,135000,125,Bagmati,92,50,25000,2014
1437,Bajaj,444000,150,Bagmati,101,40,22000,2014
1438,Hero,70000,110,Bagmati,64,50,26000,2014
1439,Bajaj,75000,125,Bagmati,60,45,71009,2013
1440,Bajaj,75000,125,Bagmati,63,45,25000,2014
1441,TVS,125000,180,Bagmati,76,35,23000,2016
1442,Crossfire,280000,250,Bagmati,79,25,22000,2016
1443,Bajaj,135000,150,Bagmati,89,40,25000,2017
1444,Hero,260000,200,Bagmati,112,40,19000,2019
1445,Bajaj,130000,220,Bagmati,70,30,35000,2015
1446,TVS,169999,125,Bagmati,119,30,15200,2020
1447,Bajaj,209000,200,Bagmati,105,40,36997,2019
1448,Royal Enfield,565000,350,Bagmati,31,30,5000,2021
1449,TVS,265000,200,Bagmati,124,35,10000,2021
1450,Yamaha,150000,150,Bagmati,21,45,18000,2015
1451,Bajaj,170000,150,Bagmati,110,35,20000,2019
1452,Honda,55000,150,Bagmati,50,40,62000,2012
1453,Honda,60000,100,Bagmati,5,50,28000,2000
1454,TVS,190000,125,Bagmati,124,35,6000,2021
1455,Bajaj,120000,220,Bagmati,75,30,40000,2016
1456,Bajaj,295000,200,2,19,40,7300,2021
1457,Yamaha,270000,150,Bagmati,124,40,10800,2021
1458,Bajaj,80000,150,Bagmati,29,45,10000,2008
1459,Royal Enfield,440000,350,3,111,35,15000,2019
1460,TVS,199900,160,3,10,45,10000,2019
1461,Bajaj,150000,150,Bagmati,84,35,32000,2019
1462,Honda,193999,125,2,120,60,6125,2020
1463,Bajaj,295000,200,Bagmati,129,40,7000,2021
1464,Honda,108000,110,Bagmati,73,40,30000,2016
1465,Bajaj,295000,220,Bagmati,132,40,7000,2021
1466,Bajaj,225000,200,Bagmati,112,40,15000,2019
1467,Bajaj,270000,200,Bagmati,113,35,29000,2022
1468,Aprilia,350000,160,Bagmati,123,20,3977,2020
1469,Hero,155000,125,Bagmati,125,60,15000,2021
